Date,Forecast
2023-02-20,105.33382415771484
2023-02-21,106.03058624267578
2023-02-22,105.97735595703125
2023-02-23,105.96000671386719
2023-02-24,105.30829620361328
2023-02-27,104.89192962646484
2023-02-28,104.87715911865234
2023-03-01,105.20026397705078
2023-03-02,106.32962799072266
2023-03-03,105.51754760742188
