Date,Stock,Close,day_of_month,month,quarter,week,Close_lag_1
2022-07-11,BCFF11.SA,5.05,11.0,7.0,3.0,28.0,5.05
2022-07-12,BCFF11.SA,5.02,12.0,7.0,3.0,28.0,5.05
2022-07-13,BCFF11.SA,5.02,13.0,7.0,3.0,28.0,5.02
2022-07-14,BCFF11.SA,5.02,14.0,7.0,3.0,28.0,5.02
2022-07-15,BCFF11.SA,5.06,15.0,7.0,3.0,28.0,5.02
2022-07-18,BCFF11.SA,5.1,18.0,7.0,3.0,29.0,5.06
2022-07-19,BCFF11.SA,5.12,19.0,7.0,3.0,29.0,5.1
2022-07-20,BCFF11.SA,5.17,20.0,7.0,3.0,29.0,5.12
2022-07-21,BCFF11.SA,5.25,21.0,7.0,3.0,29.0,5.17
2022-07-22,BCFF11.SA,5.26,22.0,7.0,3.0,29.0,5.25
2022-07-25,BCFF11.SA,5.33,25.0,7.0,3.0,30.0,5.26
2022-07-26,BCFF11.SA,5.3,26.0,7.0,3.0,30.0,5.33
2022-07-27,BCFF11.SA,5.24,27.0,7.0,3.0,30.0,5.3
2022-07-28,BCFF11.SA,5.25,28.0,7.0,3.0,30.0,5.24
2022-07-29,BCFF11.SA,5.29,29.0,7.0,3.0,30.0,5.25
2022-08-01,BCFF11.SA,5.25,1.0,8.0,3.0,31.0,5.29
2022-08-02,BCFF11.SA,5.27,2.0,8.0,3.0,31.0,5.25
2022-08-03,BCFF11.SA,5.26,3.0,8.0,3.0,31.0,5.27
2022-08-04,BCFF11.SA,5.29,4.0,8.0,3.0,31.0,5.26
2022-08-05,BCFF11.SA,5.38,5.0,8.0,3.0,31.0,5.29
2022-08-08,BCFF11.SA,5.41,8.0,8.0,3.0,32.0,5.38
2022-08-09,BCFF11.SA,5.48,9.0,8.0,3.0,32.0,5.41
2022-08-10,BCFF11.SA,5.55,10.0,8.0,3.0,32.0,5.48
2022-08-11,BCFF11.SA,5.55,11.0,8.0,3.0,32.0,5.55
2022-08-12,BCFF11.SA,5.59,12.0,8.0,3.0,32.0,5.55
2022-08-15,BCFF11.SA,5.6,15.0,8.0,3.0,33.0,5.59
2022-08-16,BCFF11.SA,5.72,16.0,8.0,3.0,33.0,5.6
2022-08-17,BCFF11.SA,5.69,17.0,8.0,3.0,33.0,5.72
2022-08-18,BCFF11.SA,5.66,18.0,8.0,3.0,33.0,5.69
2022-08-19,BCFF11.SA,5.62,19.0,8.0,3.0,33.0,5.66
2022-08-22,BCFF11.SA,5.67,22.0,8.0,3.0,34.0,5.62
2022-08-23,BCFF11.SA,5.58,23.0,8.0,3.0,34.0,5.67
2022-08-24,BCFF11.SA,5.59,24.0,8.0,3.0,34.0,5.58
2022-08-25,BCFF11.SA,5.58,25.0,8.0,3.0,34.0,5.59
2022-08-26,BCFF11.SA,5.57,26.0,8.0,3.0,34.0,5.58
2022-08-29,BCFF11.SA,5.58,29.0,8.0,3.0,35.0,5.57
2022-08-30,BCFF11.SA,5.59,30.0,8.0,3.0,35.0,5.58
2022-08-31,BCFF11.SA,5.68,31.0,8.0,3.0,35.0,5.59
2022-09-01,BCFF11.SA,5.72,1.0,9.0,3.0,35.0,5.68
2022-09-02,BCFF11.SA,5.77,2.0,9.0,3.0,35.0,5.72
2022-09-05,BCFF11.SA,5.79,5.0,9.0,3.0,36.0,5.77
2022-09-06,BCFF11.SA,5.78,6.0,9.0,3.0,36.0,5.79
2022-09-08,BCFF11.SA,5.77,8.0,9.0,3.0,36.0,5.78
2022-09-09,BCFF11.SA,5.69,9.0,9.0,3.0,36.0,5.77
2022-09-12,BCFF11.SA,5.66,12.0,9.0,3.0,37.0,5.69
2022-09-13,BCFF11.SA,5.63,13.0,9.0,3.0,37.0,5.66
2022-09-14,BCFF11.SA,5.63,14.0,9.0,3.0,37.0,5.63
2022-09-15,BCFF11.SA,5.65,15.0,9.0,3.0,37.0,5.63
2022-09-16,BCFF11.SA,5.67,16.0,9.0,3.0,37.0,5.65
2022-09-19,BCFF11.SA,5.69,19.0,9.0,3.0,38.0,5.67
2022-09-20,BCFF11.SA,5.72,20.0,9.0,3.0,38.0,5.69
2022-09-21,BCFF11.SA,5.76,21.0,9.0,3.0,38.0,5.72
2022-09-22,BCFF11.SA,5.78,22.0,9.0,3.0,38.0,5.76
2022-09-23,BCFF11.SA,5.77,23.0,9.0,3.0,38.0,5.78
2022-09-26,BCFF11.SA,5.69,26.0,9.0,3.0,39.0,5.77
2022-09-27,BCFF11.SA,5.7,27.0,9.0,3.0,39.0,5.69
2022-09-28,BCFF11.SA,5.66,28.0,9.0,3.0,39.0,5.7
2022-09-29,BCFF11.SA,5.66,29.0,9.0,3.0,39.0,5.66
2022-09-30,BCFF11.SA,5.67,30.0,9.0,3.0,39.0,5.66
2022-10-03,BCFF11.SA,5.68,3.0,10.0,4.0,40.0,5.67
2022-10-04,BCFF11.SA,5.64,4.0,10.0,4.0,40.0,5.68
2022-10-05,BCFF11.SA,5.67,5.0,10.0,4.0,40.0,5.64
2022-10-06,BCFF11.SA,5.67,6.0,10.0,4.0,40.0,5.67
2022-10-07,BCFF11.SA,5.67,7.0,10.0,4.0,40.0,5.67
2022-10-10,BCFF11.SA,5.65,10.0,10.0,4.0,41.0,5.67
2022-10-11,BCFF11.SA,5.6,11.0,10.0,4.0,41.0,5.65
2022-10-13,BCFF11.SA,5.6,13.0,10.0,4.0,41.0,5.6
2022-10-14,BCFF11.SA,5.57,14.0,10.0,4.0,41.0,5.6
2022-10-17,BCFF11.SA,5.61,17.0,10.0,4.0,42.0,5.57
2022-10-18,BCFF11.SA,5.65,18.0,10.0,4.0,42.0,5.61
2022-10-19,BCFF11.SA,5.65,19.0,10.0,4.0,42.0,5.65
2022-10-20,BCFF11.SA,5.64,20.0,10.0,4.0,42.0,5.65
2022-10-21,BCFF11.SA,5.61,21.0,10.0,4.0,42.0,5.64
2022-10-24,BCFF11.SA,5.61,24.0,10.0,4.0,43.0,5.61
2022-10-25,BCFF11.SA,5.62,25.0,10.0,4.0,43.0,5.61
2022-10-26,BCFF11.SA,5.54,26.0,10.0,4.0,43.0,5.62
2022-10-27,BCFF11.SA,5.4,27.0,10.0,4.0,43.0,5.54
2022-10-28,BCFF11.SA,5.54,28.0,10.0,4.0,43.0,5.4
2022-10-31,BCFF11.SA,5.5,31.0,10.0,4.0,44.0,5.54
2022-11-01,BCFF11.SA,5.52,1.0,11.0,4.0,44.0,5.5
2022-11-03,BCFF11.SA,5.52,3.0,11.0,4.0,44.0,5.52
2022-11-04,BCFF11.SA,5.61,4.0,11.0,4.0,44.0,5.52
2022-11-07,BCFF11.SA,5.63,7.0,11.0,4.0,45.0,5.61
2022-11-08,BCFF11.SA,5.59,8.0,11.0,4.0,45.0,5.63
2022-11-09,BCFF11.SA,5.46,9.0,11.0,4.0,45.0,5.59
2022-11-10,BCFF11.SA,5.43,10.0,11.0,4.0,45.0,5.46
2022-11-11,BCFF11.SA,5.37,11.0,11.0,4.0,45.0,5.43
2022-11-14,BCFF11.SA,5.41,14.0,11.0,4.0,46.0,5.37
2022-11-16,BCFF11.SA,5.35,16.0,11.0,4.0,46.0,5.41
2022-11-17,BCFF11.SA,5.31,17.0,11.0,4.0,46.0,5.35
2022-11-18,BCFF11.SA,5.38,18.0,11.0,4.0,46.0,5.31
2022-11-21,BCFF11.SA,5.32,21.0,11.0,4.0,47.0,5.38
2022-11-22,BCFF11.SA,5.3,22.0,11.0,4.0,47.0,5.32
2022-11-23,BCFF11.SA,5.23,23.0,11.0,4.0,47.0,5.3
2022-11-24,BCFF11.SA,5.26,24.0,11.0,4.0,47.0,5.23
2022-11-25,BCFF11.SA,5.26,25.0,11.0,4.0,47.0,5.26
2022-11-28,BCFF11.SA,5.24,28.0,11.0,4.0,48.0,5.26
2022-11-29,BCFF11.SA,5.25,29.0,11.0,4.0,48.0,5.24
2022-11-30,BCFF11.SA,5.25,30.0,11.0,4.0,48.0,5.25
2022-12-01,BCFF11.SA,5.3,1.0,12.0,4.0,48.0,5.25
2022-12-02,BCFF11.SA,5.38,2.0,12.0,4.0,48.0,5.3
2022-12-05,BCFF11.SA,5.4,5.0,12.0,4.0,49.0,5.38
2022-12-06,BCFF11.SA,5.36,6.0,12.0,4.0,49.0,5.4
2022-12-07,BCFF11.SA,5.44,7.0,12.0,4.0,49.0,5.36
2022-12-08,BCFF11.SA,5.3,8.0,12.0,4.0,49.0,5.44
2022-12-09,BCFF11.SA,5.29,9.0,12.0,4.0,49.0,5.3
2022-12-12,BCFF11.SA,5.21,12.0,12.0,4.0,50.0,5.29
2022-12-13,BCFF11.SA,5.19,13.0,12.0,4.0,50.0,5.21
2022-12-14,BCFF11.SA,5.14,14.0,12.0,4.0,50.0,5.19
2022-12-15,BCFF11.SA,5.11,15.0,12.0,4.0,50.0,5.14
2022-12-16,BCFF11.SA,5.05,16.0,12.0,4.0,50.0,5.11
2022-12-19,BCFF11.SA,5.02,19.0,12.0,4.0,51.0,5.05
2022-12-20,BCFF11.SA,5.04,20.0,12.0,4.0,51.0,5.02
2022-12-21,BCFF11.SA,5.1,21.0,12.0,4.0,51.0,5.04
2022-12-22,BCFF11.SA,4.98,22.0,12.0,4.0,51.0,5.1
2022-12-23,BCFF11.SA,5.07,23.0,12.0,4.0,51.0,4.98
2022-12-26,BCFF11.SA,5.08,26.0,12.0,4.0,52.0,5.07
2022-12-27,BCFF11.SA,5.11,27.0,12.0,4.0,52.0,5.08
2022-12-28,BCFF11.SA,5.15,28.0,12.0,4.0,52.0,5.11
2022-12-29,BCFF11.SA,5.24,29.0,12.0,4.0,52.0,5.15
2023-01-02,BCFF11.SA,5.29,2.0,1.0,1.0,1.0,5.24
2023-01-03,BCFF11.SA,5.29,3.0,1.0,1.0,1.0,5.29
2023-01-04,BCFF11.SA,5.13,4.0,1.0,1.0,1.0,5.29
2023-01-05,BCFF11.SA,5.26,5.0,1.0,1.0,1.0,5.13
2023-01-06,BCFF11.SA,5.22,6.0,1.0,1.0,1.0,5.26
2023-01-09,BCFF11.SA,5.16,9.0,1.0,1.0,2.0,5.22
2023-01-10,BCFF11.SA,5.1,10.0,1.0,1.0,2.0,5.16
2023-01-11,BCFF11.SA,5.1,11.0,1.0,1.0,2.0,5.1
2023-01-12,BCFF11.SA,5.02,12.0,1.0,1.0,2.0,5.1
2023-01-13,BCFF11.SA,5.08,13.0,1.0,1.0,2.0,5.02
2023-01-16,BCFF11.SA,5.04,16.0,1.0,1.0,3.0,5.08
2023-01-17,BCFF11.SA,5.06,17.0,1.0,1.0,3.0,5.04
2023-01-18,BCFF11.SA,5.09,18.0,1.0,1.0,3.0,5.06
2023-01-19,BCFF11.SA,5.12,19.0,1.0,1.0,3.0,5.09
2023-01-20,BCFF11.SA,5.07,20.0,1.0,1.0,3.0,5.12
2023-01-23,BCFF11.SA,5.06,23.0,1.0,1.0,4.0,5.07
2023-01-24,BCFF11.SA,5.08,24.0,1.0,1.0,4.0,5.06
2023-01-25,BCFF11.SA,5.09,25.0,1.0,1.0,4.0,5.08
2023-01-26,BCFF11.SA,5.02,26.0,1.0,1.0,4.0,5.09
2023-01-27,BCFF11.SA,5.02,27.0,1.0,1.0,4.0,5.02
2023-01-30,BCFF11.SA,5.02,30.0,1.0,1.0,5.0,5.02
2023-01-31,BCFF11.SA,5.0,31.0,1.0,1.0,5.0,5.02
2023-02-01,BCFF11.SA,5.01,1.0,2.0,1.0,5.0,5.0
2023-02-02,BCFF11.SA,5.0,2.0,2.0,1.0,5.0,5.01
2023-02-03,BCFF11.SA,5.03,3.0,2.0,1.0,5.0,5.0
2023-02-06,BCFF11.SA,5.02,6.0,2.0,1.0,6.0,5.03
2023-02-07,BCFF11.SA,4.99,7.0,2.0,1.0,6.0,5.02
2023-02-08,BCFF11.SA,4.96,8.0,2.0,1.0,6.0,4.99
2023-02-09,BCFF11.SA,4.93,9.0,2.0,1.0,6.0,4.96
2023-02-10,BCFF11.SA,4.93,10.0,2.0,1.0,6.0,4.93
2023-02-13,BCFF11.SA,4.89,13.0,2.0,1.0,7.0,4.93
2023-02-14,BCFF11.SA,4.92,14.0,2.0,1.0,7.0,4.89
2023-02-15,BCFF11.SA,4.96,15.0,2.0,1.0,7.0,4.92
2023-02-16,BCFF11.SA,4.98,16.0,2.0,1.0,7.0,4.96
2023-02-17,BCFF11.SA,4.94,17.0,2.0,1.0,7.0,4.98
2023-02-22,BCFF11.SA,4.93,22.0,2.0,1.0,8.0,4.94
2023-02-23,BCFF11.SA,4.92,23.0,2.0,1.0,8.0,4.93
2023-02-24,BCFF11.SA,4.92,24.0,2.0,1.0,8.0,4.92
2023-02-27,BCFF11.SA,4.93,27.0,2.0,1.0,9.0,4.92
2023-02-28,BCFF11.SA,4.89,28.0,2.0,1.0,9.0,4.93
2023-03-01,BCFF11.SA,4.94,1.0,3.0,1.0,9.0,4.89
2023-03-02,BCFF11.SA,4.97,2.0,3.0,1.0,9.0,4.94
2023-03-03,BCFF11.SA,5.0,3.0,3.0,1.0,9.0,4.97
2023-03-06,BCFF11.SA,5.02,6.0,3.0,1.0,10.0,5.0
2023-03-07,BCFF11.SA,5.0,7.0,3.0,1.0,10.0,5.02
2023-03-08,BCFF11.SA,4.91,8.0,3.0,1.0,10.0,5.0
2023-03-09,BCFF11.SA,4.94,9.0,3.0,1.0,10.0,4.91
2023-03-10,BCFF11.SA,4.92,10.0,3.0,1.0,10.0,4.94
2023-03-13,BCFF11.SA,4.9,13.0,3.0,1.0,11.0,4.92
2023-03-14,BCFF11.SA,4.92,14.0,3.0,1.0,11.0,4.9
2023-03-15,BCFF11.SA,4.9,15.0,3.0,1.0,11.0,4.92
2023-03-16,BCFF11.SA,4.9,16.0,3.0,1.0,11.0,4.9
2023-03-17,BCFF11.SA,4.88,17.0,3.0,1.0,11.0,4.9
2023-03-20,BCFF11.SA,4.9,20.0,3.0,1.0,12.0,4.88
2023-03-21,BCFF11.SA,4.87,21.0,3.0,1.0,12.0,4.9
2023-03-22,BCFF11.SA,4.83,22.0,3.0,1.0,12.0,4.87
2023-03-23,BCFF11.SA,4.81,23.0,3.0,1.0,12.0,4.83
2023-03-24,BCFF11.SA,4.85,24.0,3.0,1.0,12.0,4.81
2023-03-27,BCFF11.SA,4.84,27.0,3.0,1.0,13.0,4.85
2023-03-28,BCFF11.SA,4.84,28.0,3.0,1.0,13.0,4.84
2023-03-29,BCFF11.SA,4.88,29.0,3.0,1.0,13.0,4.84
2023-03-30,BCFF11.SA,4.86,30.0,3.0,1.0,13.0,4.88
2023-03-31,BCFF11.SA,4.89,31.0,3.0,1.0,13.0,4.86
2023-04-03,BCFF11.SA,4.9,3.0,4.0,2.0,14.0,4.89
2023-04-04,BCFF11.SA,4.93,4.0,4.0,2.0,14.0,4.9
2023-04-05,BCFF11.SA,4.98,5.0,4.0,2.0,14.0,4.93
2023-04-06,BCFF11.SA,4.99,6.0,4.0,2.0,14.0,4.98
2023-04-10,BCFF11.SA,4.98,10.0,4.0,2.0,15.0,4.99
2023-04-11,BCFF11.SA,4.89,11.0,4.0,2.0,15.0,4.98
2023-04-12,BCFF11.SA,4.91,12.0,4.0,2.0,15.0,4.89
2023-04-13,BCFF11.SA,4.94,13.0,4.0,2.0,15.0,4.91
2023-04-14,BCFF11.SA,4.95,14.0,4.0,2.0,15.0,4.94
2023-04-17,BCFF11.SA,5.05,17.0,4.0,2.0,16.0,4.95
2023-04-18,BCFF11.SA,5.12,18.0,4.0,2.0,16.0,5.05
2023-04-19,BCFF11.SA,5.11,19.0,4.0,2.0,16.0,5.12
2023-04-20,BCFF11.SA,5.27,20.0,4.0,2.0,16.0,5.11
2023-04-24,BCFF11.SA,5.26,24.0,4.0,2.0,17.0,5.27
2023-04-25,BCFF11.SA,5.27,25.0,4.0,2.0,17.0,5.26
2023-04-26,BCFF11.SA,5.27,26.0,4.0,2.0,17.0,5.27
2023-04-27,BCFF11.SA,5.29,27.0,4.0,2.0,17.0,5.27
2023-04-28,BCFF11.SA,5.36,28.0,4.0,2.0,17.0,5.29
2023-05-02,BCFF11.SA,5.38,2.0,5.0,2.0,18.0,5.36
2023-05-03,BCFF11.SA,5.38,3.0,5.0,2.0,18.0,5.38
2023-05-04,BCFF11.SA,5.38,4.0,5.0,2.0,18.0,5.38
2023-05-05,BCFF11.SA,5.37,5.0,5.0,2.0,18.0,5.38
2023-05-08,BCFF11.SA,5.38,8.0,5.0,2.0,19.0,5.37
2023-05-09,BCFF11.SA,5.69,9.0,5.0,2.0,19.0,5.38
2023-05-10,BCFF11.SA,5.68,10.0,5.0,2.0,19.0,5.69
2023-05-11,BCFF11.SA,5.65,11.0,5.0,2.0,19.0,5.68
2023-05-12,BCFF11.SA,5.56,12.0,5.0,2.0,19.0,5.65
2023-05-15,BCFF11.SA,5.69,15.0,5.0,2.0,20.0,5.56
2023-05-16,BCFF11.SA,5.79,16.0,5.0,2.0,20.0,5.69
2023-05-17,BCFF11.SA,5.81,17.0,5.0,2.0,20.0,5.79
2023-05-18,BCFF11.SA,5.79,18.0,5.0,2.0,20.0,5.81
2023-05-19,BCFF11.SA,5.79,19.0,5.0,2.0,20.0,5.79
2023-05-22,BCFF11.SA,5.76,22.0,5.0,2.0,21.0,5.79
2023-05-23,BCFF11.SA,5.76,23.0,5.0,2.0,21.0,5.76
2023-05-24,BCFF11.SA,5.7,24.0,5.0,2.0,21.0,5.76
2023-05-25,BCFF11.SA,5.71,25.0,5.0,2.0,21.0,5.7
2023-05-26,BCFF11.SA,5.77,26.0,5.0,2.0,21.0,5.71
2023-05-29,BCFF11.SA,5.69,29.0,5.0,2.0,22.0,5.77
2023-05-30,BCFF11.SA,5.71,30.0,5.0,2.0,22.0,5.69
2023-05-31,BCFF11.SA,5.71,31.0,5.0,2.0,22.0,5.71
2023-06-01,BCFF11.SA,5.88,1.0,6.0,2.0,22.0,5.71
2023-06-02,BCFF11.SA,5.87,2.0,6.0,2.0,22.0,5.88
2023-06-05,BCFF11.SA,5.9,5.0,6.0,2.0,23.0,5.87
2023-06-06,BCFF11.SA,5.91,6.0,6.0,2.0,23.0,5.9
2023-06-07,BCFF11.SA,5.87,7.0,6.0,2.0,23.0,5.91
2023-06-09,BCFF11.SA,6.18,9.0,6.0,2.0,23.0,5.87
2023-06-12,BCFF11.SA,6.18,12.0,6.0,2.0,24.0,6.18
2023-06-13,BCFF11.SA,6.16,13.0,6.0,2.0,24.0,6.18
2023-06-14,BCFF11.SA,6.19,14.0,6.0,2.0,24.0,6.16
2023-06-15,BCFF11.SA,6.29,15.0,6.0,2.0,24.0,6.19
2023-06-16,BCFF11.SA,6.29,16.0,6.0,2.0,24.0,6.29
2023-06-19,BCFF11.SA,6.26,19.0,6.0,2.0,25.0,6.29
2023-06-20,BCFF11.SA,6.27,20.0,6.0,2.0,25.0,6.26
2023-06-21,BCFF11.SA,6.22,21.0,6.0,2.0,25.0,6.27
2023-06-22,BCFF11.SA,6.16,22.0,6.0,2.0,25.0,6.22
2023-06-23,BCFF11.SA,6.17,23.0,6.0,2.0,25.0,6.16
2023-06-26,BCFF11.SA,6.27,26.0,6.0,2.0,26.0,6.17
2023-06-27,BCFF11.SA,6.31,27.0,6.0,2.0,26.0,6.27
2023-06-28,BCFF11.SA,6.43,28.0,6.0,2.0,26.0,6.31
2023-06-29,BCFF11.SA,6.42,29.0,6.0,2.0,26.0,6.43
2023-06-30,BCFF11.SA,6.49,30.0,6.0,2.0,26.0,6.42
2023-07-03,BCFF11.SA,6.55,3.0,7.0,3.0,27.0,6.49
2023-07-04,BCFF11.SA,6.57,4.0,7.0,3.0,27.0,6.55
2023-07-05,BCFF11.SA,6.52,5.0,7.0,3.0,27.0,6.57
2023-07-06,BCFF11.SA,6.53,6.0,7.0,3.0,27.0,6.52
2023-07-07,BCFF11.SA,6.55,7.0,7.0,3.0,27.0,6.53
2023-07-10,BCFF11.SA,6.99,10.0,7.0,3.0,28.0,6.55
2023-07-11,BCFF11.SA,6.98,11.0,7.0,3.0,28.0,6.99
2023-07-12,BCFF11.SA,6.92,12.0,7.0,3.0,28.0,6.98
2023-07-13,BCFF11.SA,6.91,13.0,7.0,3.0,28.0,6.92
2023-07-14,BCFF11.SA,6.93,14.0,7.0,3.0,28.0,6.91
2023-07-17,BCFF11.SA,6.99,17.0,7.0,3.0,29.0,6.93
2023-07-18,BCFF11.SA,7.0,18.0,7.0,3.0,29.0,6.99
2023-07-19,BCFF11.SA,7.04,19.0,7.0,3.0,29.0,7.0
2023-07-20,BCFF11.SA,7.09,20.0,7.0,3.0,29.0,7.04
2023-07-21,BCFF11.SA,7.09,21.0,7.0,3.0,29.0,7.09
2023-07-24,BCFF11.SA,7.0,24.0,7.0,3.0,30.0,7.09
2023-07-25,BCFF11.SA,6.95,25.0,7.0,3.0,30.0,7.0
2023-07-26,BCFF11.SA,6.94,26.0,7.0,3.0,30.0,6.95
2023-07-27,BCFF11.SA,6.94,27.0,7.0,3.0,30.0,6.94
2023-07-28,BCFF11.SA,6.95,28.0,7.0,3.0,30.0,6.94
2023-07-31,BCFF11.SA,6.97,31.0,7.0,3.0,31.0,6.95
2023-08-01,BCFF11.SA,6.95,1.0,8.0,3.0,31.0,6.97
2023-08-02,BCFF11.SA,6.92,2.0,8.0,3.0,31.0,6.95
2023-08-03,BCFF11.SA,6.96,3.0,8.0,3.0,31.0,6.92
2023-08-04,BCFF11.SA,7.0,4.0,8.0,3.0,31.0,6.96
2023-08-07,BCFF11.SA,7.35,7.0,8.0,3.0,32.0,7.0
2023-08-08,BCFF11.SA,7.57,8.0,8.0,3.0,32.0,7.35
2023-08-09,BCFF11.SA,7.61,9.0,8.0,3.0,32.0,7.57
2023-08-10,BCFF11.SA,7.67,10.0,8.0,3.0,32.0,7.61
2023-08-11,BCFF11.SA,7.69,11.0,8.0,3.0,32.0,7.67
2023-08-14,BCFF11.SA,7.64,14.0,8.0,3.0,33.0,7.69
2023-08-15,BCFF11.SA,7.66,15.0,8.0,3.0,33.0,7.64
2023-08-16,BCFF11.SA,7.69,16.0,8.0,3.0,33.0,7.66
2023-08-17,BCFF11.SA,7.61,17.0,8.0,3.0,33.0,7.69
2023-08-18,BCFF11.SA,7.53,18.0,8.0,3.0,33.0,7.61
2023-08-21,BCFF11.SA,7.5,21.0,8.0,3.0,34.0,7.53
2023-08-22,BCFF11.SA,7.41,22.0,8.0,3.0,34.0,7.5
2023-08-23,BCFF11.SA,7.39,23.0,8.0,3.0,34.0,7.41
2023-08-24,BCFF11.SA,7.4,24.0,8.0,3.0,34.0,7.39
2023-08-25,BCFF11.SA,7.34,25.0,8.0,3.0,34.0,7.4
2023-08-28,BCFF11.SA,7.23,28.0,8.0,3.0,35.0,7.34
2023-08-29,BCFF11.SA,7.17,29.0,8.0,3.0,35.0,7.23
2023-08-30,BCFF11.SA,7.44,30.0,8.0,3.0,35.0,7.17
2023-08-31,BCFF11.SA,7.6,31.0,8.0,3.0,35.0,7.44
2023-09-01,BCFF11.SA,7.59,1.0,9.0,3.0,35.0,7.6
2023-09-04,BCFF11.SA,7.69,4.0,9.0,3.0,36.0,7.59
2023-09-05,BCFF11.SA,7.7,5.0,9.0,3.0,36.0,7.69
2023-09-06,BCFF11.SA,7.67,6.0,9.0,3.0,36.0,7.7
2023-09-08,BCFF11.SA,7.7,8.0,9.0,3.0,36.0,7.67
2023-09-11,BCFF11.SA,8.12,11.0,9.0,3.0,37.0,7.7
2023-09-12,BCFF11.SA,8.0,12.0,9.0,3.0,37.0,8.12
2023-09-13,BCFF11.SA,7.95,13.0,9.0,3.0,37.0,8.0
2023-09-14,BCFF11.SA,7.83,14.0,9.0,3.0,37.0,7.95
2023-09-15,BCFF11.SA,7.85,15.0,9.0,3.0,37.0,7.83
2023-09-18,BCFF11.SA,7.99,18.0,9.0,3.0,38.0,7.85
2023-09-19,BCFF11.SA,8.07,19.0,9.0,3.0,38.0,7.99
2023-09-20,BCFF11.SA,7.98,20.0,9.0,3.0,38.0,8.07
2023-09-21,BCFF11.SA,8.14,21.0,9.0,3.0,38.0,7.98
2023-09-22,BCFF11.SA,8.12,22.0,9.0,3.0,38.0,8.14
2023-09-25,BCFF11.SA,7.98,25.0,9.0,3.0,39.0,8.12
2023-09-26,BCFF11.SA,7.91,26.0,9.0,3.0,39.0,7.98
2023-09-27,BCFF11.SA,7.84,27.0,9.0,3.0,39.0,7.91
2023-09-28,BCFF11.SA,7.85,28.0,9.0,3.0,39.0,7.84
2023-09-29,BCFF11.SA,7.96,29.0,9.0,3.0,39.0,7.85
2023-10-02,BCFF11.SA,7.87,2.0,10.0,4.0,40.0,7.96
2023-10-03,BCFF11.SA,7.86,3.0,10.0,4.0,40.0,7.87
2023-10-04,BCFF11.SA,7.84,4.0,10.0,4.0,40.0,7.86
2023-10-05,BCFF11.SA,7.87,5.0,10.0,4.0,40.0,7.84
2023-10-06,BCFF11.SA,7.87,6.0,10.0,4.0,40.0,7.87
2023-10-09,BCFF11.SA,8.35,9.0,10.0,4.0,41.0,7.87
2023-10-10,BCFF11.SA,8.34,10.0,10.0,4.0,41.0,8.35
2023-10-11,BCFF11.SA,8.22,11.0,10.0,4.0,41.0,8.34
2023-10-13,BCFF11.SA,8.26,13.0,10.0,4.0,41.0,8.22
2023-10-16,BCFF11.SA,8.23,16.0,10.0,4.0,42.0,8.26
2023-10-17,BCFF11.SA,8.19,17.0,10.0,4.0,42.0,8.23
2023-10-18,BCFF11.SA,8.15,18.0,10.0,4.0,42.0,8.19
2023-10-19,BCFF11.SA,8.03,19.0,10.0,4.0,42.0,8.15
2023-10-20,BCFF11.SA,8.17,20.0,10.0,4.0,42.0,8.03
2023-10-23,BCFF11.SA,8.12,23.0,10.0,4.0,43.0,8.17
2023-10-24,BCFF11.SA,8.11,24.0,10.0,4.0,43.0,8.12
2023-10-25,BCFF11.SA,8.0,25.0,10.0,4.0,43.0,8.11
2023-10-26,BCFF11.SA,7.94,26.0,10.0,4.0,43.0,8.0
2023-10-27,BCFF11.SA,7.96,27.0,10.0,4.0,43.0,7.94
2023-10-30,BCFF11.SA,7.98,30.0,10.0,4.0,44.0,7.96
2023-10-31,BCFF11.SA,8.01,31.0,10.0,4.0,44.0,7.98
2023-11-01,BCFF11.SA,8.0,1.0,11.0,4.0,44.0,8.01
2023-11-03,BCFF11.SA,8.17,3.0,11.0,4.0,44.0,8.0
2023-11-06,BCFF11.SA,8.13,6.0,11.0,4.0,45.0,8.17
2023-11-07,BCFF11.SA,8.23,7.0,11.0,4.0,45.0,8.13
2023-11-08,BCFF11.SA,8.24,8.0,11.0,4.0,45.0,8.23
2023-11-09,BCFF11.SA,8.74,9.0,11.0,4.0,45.0,8.24
2023-11-10,BCFF11.SA,8.92,10.0,11.0,4.0,45.0,8.74
2023-11-13,BCFF11.SA,8.96,13.0,11.0,4.0,46.0,8.92
2023-11-14,BCFF11.SA,9.02,14.0,11.0,4.0,46.0,8.96
2023-11-16,BCFF11.SA,9.07,16.0,11.0,4.0,46.0,9.02
2023-11-17,BCFF11.SA,9.14,17.0,11.0,4.0,46.0,9.07
2023-11-20,BCFF11.SA,9.1,20.0,11.0,4.0,47.0,9.14
2023-11-21,BCFF11.SA,8.96,21.0,11.0,4.0,47.0,9.1
2023-11-22,BCFF11.SA,8.81,22.0,11.0,4.0,47.0,8.96
2023-11-23,BCFF11.SA,8.79,23.0,11.0,4.0,47.0,8.81
2023-11-24,BCFF11.SA,8.78,24.0,11.0,4.0,47.0,8.79
2023-11-27,BCFF11.SA,8.71,27.0,11.0,4.0,48.0,8.78
2023-11-28,BCFF11.SA,8.77,28.0,11.0,4.0,48.0,8.71
2023-11-29,BCFF11.SA,9.05,29.0,11.0,4.0,48.0,8.77
2023-11-30,BCFF11.SA,8.98,30.0,11.0,4.0,48.0,9.05
